antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Cheese'}),frozenset({'Ice Cream'}),0.16526666666666667,0.16793333333333332,0.029633333333333334,0.17930617184348527,1.0677223412672803,1.0,0.0018795511111111135,1.0138575899074302,0.07598465174682022,0.09761721752498079,0.013668181848592193,0.1778825420551289
frozenset({'Cracker'}),frozenset({'Ice Cream'}),0.16236666666666666,0.16793333333333332,0.029066666666666668,0.1790186819954835,1.0660104128353523,1.0,0.0017998911111111147,1.0135025589730768,0.07392597317109782,0.09649219873851944,0.01332266885123407,0.1760516196797584
frozenset({'Milk'}),frozenset({'Cookie'}),0.16266666666666665,0.16393333333333332,0.0291,0.17889344262295084,1.0912572750485006,1.0,0.002433511111111116,1.0182194492970635,0.09987159002196122,0.09781512605042017,0.01789344066216911,0.1782023130154201
frozenset({'Honey'}),frozenset({'Cheese'}),0.1612,0.16526666666666667,0.028633333333333334,0.17762613730355664,1.0747850179723073,1.0,0.0019923466666666653,1.0150290168468694,0.08295347364131803,0.09613878007834359,0.014806489861300978,0.1754407411003463
frozenset({'Cookie'}),frozenset({'Milk'}),0.16393333333333332,0.16266666666666665,0.0291,0.1775111834078894,1.0912572750485006,1.0,0.002433511111111116,1.0180482900700454,0.10002289854683302,0.09781512605042017,0.0177283241336259,0.1782023130154201
frozenset({'Ice Cream'}),frozenset({'Cheese'}),0.16793333333333332,0.16526666666666667,0.029633333333333334,0.17645891226677254,1.0677223412672803,1.0,0.0018795511111111135,1.013590391258938,0.07622817278438714,0.09761721752498079,0.013408168996213407,0.1778825420551289
frozenset({'Rice'}),frozenset({'Soda'}),0.16266666666666665,0.1658,0.028666666666666667,0.1762295081967213,1.0629041507643022,1.0,0.0016965333333333367,1.012660696517413,0.07067841801214649,0.0956193017567267,0.012502407332439834,0.17456429169385723
frozenset({'Apple'}),frozenset({'Chickpeas'}),0.16046666666666667,0.1637,0.0282,0.17573743248857499,1.0735334910725411,1.0,0.0019316066666666618,1.014603881048387,0.08158900616294183,0.09528100011262527,0.014393677494409868,0.1740018866780077
frozenset({'Tomato'}),frozenset({'Ice Cream'}),0.16256666666666666,0.16793333333333332,0.0285,0.1753126922288292,1.0439421927083914,1.0,0.0011996377777777796,1.008948068954086,0.05026376659583395,0.09437086092715233,0.008868711115490594,0.17251144734506169
frozenset({'Chocolate'}),frozenset({'Soda'}),0.1608,0.1658,0.028066666666666667,0.17454394693200664,1.052737918769642,1.0,0.0014060266666666675,1.0105928679055753,0.05969490228223241,0.09401518535060295,0.010481835209789786,0.17191210213508254
frozenset({'Minced Meat'}),frozenset({'Soda'}),0.1631,0.1658,0.028466666666666668,0.17453505007153078,1.0526842585737683,1.0,0.0014246866666666677,1.0105819757365686,0.05980110047031496,0.09475202485299013,0.010471170068965207,0.1731139263224562
frozenset({'Lentil'}),frozenset({'Shampoo'}),0.1617,0.16176666666666667,0.0282,0.17439703153988867,1.0780776728202472,1.0,0.0020423299999999985,1.015298352059925,0.08639275873242278,0.09550688643034544,0.015067838954812103,0.17436109561746133
frozenset({'Egg'}),frozenset({'Chicken'}),0.1621,0.16603333333333334,0.028266666666666666,0.17437795599424225,1.050258719098026,1.0,0.0013526633333333336,1.0101070734744706,0.0571114162315042,0.09426411738550466,0.010005942676656429,0.17231244718001612
frozenset({'Egg'}),frozenset({'Strawberry'}),0.1621,0.16346666666666668,0.028266666666666666,0.17437795599424225,1.0667493229664085,1.0,0.001768719999999998,1.0132158405977585,0.07467793472900572,0.09507792353402847,0.013043460305517495,0.17364901062354854
frozenset({'Shampoo'}),frozenset({'Lentil'}),0.16176666666666667,0.1617,0.0282,0.17432515969503398,1.0780776728202472,1.0,0.0020423299999999985,1.0152907162465685,0.08639962975152903,0.09550688643034544,0.015060431462524122,0.17436109561746133
frozenset({'Banana'}),frozenset({'Beans'}),0.16303333333333334,0.16496666666666668,0.028366666666666665,0.1739930484563484,1.0547163979976664,1.0,0.001471601111111106,1.0109277310231022,0.061983149472997864,0.0946712648792969,0.01080960655025553,0.17297348927161732
frozenset({'Orange'}),frozenset({'Ice Cream'}),0.16483333333333333,0.16793333333333332,0.028666666666666667,0.17391304347826086,1.0356076427844039,1.0,0.0009856555555555584,1.007238596491228,0.04116942726002806,0.09426723665460923,0.007186575769082054,0.17230785163194506
frozenset({'Onion'}),frozenset({'Chicken'}),0.1624,0.16603333333333334,0.028233333333333333,0.17385057471264367,1.0470823612486067,1.0,0.0012695199999999997,1.0094622608695651,0.053683487650666585,0.09404841216966466,0.009373565745206047,0.1719483750897087
frozenset({'Rice'}),frozenset({'Ice Cream'}),0.16266666666666665,0.16793333333333332,0.028233333333333333,0.1735655737704918,1.033538549645644,1.0,0.0009161777777777803,1.0068151086866683,0.03875423939118217,0.09337449013339212,0.006768977370192877,0.17084392225642495
frozenset({'Orange'}),frozenset({'Soda'}),0.16483333333333333,0.1658,0.0286,0.17350859453993933,1.0464933325689947,1.0,0.0012706333333333333,1.0093268901394665,0.053196254952391456,0.09469153515064563,0.009240703116685841,0.17300278942919767
frozenset({'Cheese'}),frozenset({'Honey'}),0.16526666666666667,0.1612,0.028633333333333334,0.17325534489713593,1.074785017972307,1.0,0.0019923466666666653,1.0145817028543547,0.08335760764755716,0.09613878007834359,0.014372132686142009,0.1754407411003463
frozenset({'Fish'}),frozenset({'Chicken'}),0.1636,0.16603333333333334,0.028333333333333332,0.17318663406682966,1.0430835217837562,1.0,0.0011702799999999992,1.0086516510596353,0.049383070301291215,0.09403695099015377,0.00857744202425715,0.17191754911532608
frozenset({'Ice Cream'}),frozenset({'Cracker'}),0.16793333333333332,0.16236666666666666,0.029066666666666668,0.17308455736403336,1.0660104128353523,1.0,0.0017998911111111147,1.0129612898063691,0.07442055042931325,0.09649219873851944,0.01279544434402487,0.1760516196797584
frozenset({'Strawberry'}),frozenset({'Egg'}),0.16346666666666668,0.1621,0.028266666666666666,0.1729200652528548,1.0667493229664085,1.0,0.001768719999999998,1.01308224852071,0.07479993804921169,0.09507792353402847,0.012913313346288114,0.17364901062354854
frozenset({'Soda'}),frozenset({'Rice'}),0.1658,0.16266666666666665,0.028666666666666667,0.17289907519099315,1.0629041507643022,1.0,0.0016965333333333367,1.0123714146815752,0.07094389277012385,0.0956193017567267,0.012220233110262536,0.17456429169385723
frozenset({'Bread'}),frozenset({'Cookie'}),0.16233333333333333,0.16393333333333332,0.028066666666666667,0.1728952772073922,1.054668222086573,1.0,0.0014548222222222247,1.010835319430652,0.061879650992983856,0.09412027721886879,0.010719173758941328,0.17205154262972294
frozenset({'Chocolate'}),frozenset({'Sausage'}),0.1608,0.1644,0.0278,0.17288557213930347,1.0516154023071989,1.0,0.0013644800000000012,1.0102592481203008,0.058486671101631624,0.09347679892400806,0.010155064790932842,0.1709926644151505
frozenset({'Minced Meat'}),frozenset({'Ice Cream'}),0.1631,0.16793333333333332,0.028166666666666666,0.17269568771714694,1.02835860093577,1.0,0.0007767400000000015,1.0057564723320158,0.032950852010201134,0.0930002201188642,0.005723525018604618,0.1702104877648855
frozenset({'Shampoo'}),frozenset({'Soap'}),0.16176666666666667,0.16506666666666667,0.027933333333333334,0.17267669482794148,1.0461027554196778,1.0,0.001231048888888888,1.0091983727687837,0.05257600820303105,0.093453774952604,0.00911453388846393,0.170950625281499
frozenset({'Shampoo'}),frozenset({'Beans'}),0.16176666666666667,0.16496666666666668,0.027933333333333334,0.17267669482794148,1.0467368851966548,1.0,0.001247225555555554,1.0093192444997923,0.05326688617468656,0.09348505131637662,0.009233198069468054,0.17100191581162683
frozenset({'Honey'}),frozenset({'Soap'}),0.1612,0.16506666666666667,0.027833333333333335,0.1726633581472291,1.0460219596964606,1.0,0.001224586666666666,1.0091821044738816,0.052452462742612026,0.09326482743214563,0.009098560540437289,0.1706410490251493
frozenset({'Detergent'}),frozenset({'Banana'}),0.15736666666666665,0.16303333333333334,0.027166666666666665,0.17263291675492481,1.0588811086991912,1.0,0.0015106544444444432,1.01160256869773,0.06599182570367454,0.09264521996135046,0.011469493115924346,0.1696327536136104
frozenset({'Soda'}),frozenset({'Orange'}),0.1658,0.16483333333333333,0.0286,0.17249698431845598,1.046493332568995,1.0,0.0012706333333333333,1.009261175898931,0.053257898498847905,0.09469153515064563,0.009176193556323263,0.17300278942919767
frozenset({'Chickpeas'}),frozenset({'Apple'}),0.1637,0.16046666666666667,0.0282,0.17226634086744042,1.073533491072541,1.0,0.0019316066666666618,1.0142553997539976,0.08190444853202013,0.09528100011262527,0.014055039546701033,0.1740018866780077
frozenset({'Shampoo'}),frozenset({'Cola'}),0.16176666666666667,0.16336666666666666,0.027866666666666668,0.17226457861116837,1.054465896416048,1.0,0.0014393855555555578,1.0107497054186376,0.061620779862256905,0.09374299170217537,0.010635378235589115,0.17142100589403553
frozenset({'Shampoo'}),frozenset({'Ice Cream'}),0.16176666666666667,0.16793333333333332,0.027866666666666668,0.17226457861116837,1.025791456596874,1.0,0.0007006511111111134,1.0052326445938098,0.029995207129447365,0.09232468249585864,0.00520540655136012,0.16910172161999468
frozenset({'Honey'}),frozenset({'Dish Sponge'}),0.1612,0.16256666666666666,0.027766666666666665,0.17224979321753514,1.0595640345552706,1.0,0.001560919999999997,1.011698126405196,0.06701908231103587,0.0938063063063063,0.011562862577162531,0.17152575779392237
frozenset({'Cracker'}),frozenset({'Rice'}),0.16236666666666666,0.16266666666666665,0.027966666666666667,0.17224389242455349,1.0588763878558616,1.0,0.0015550222222222264,1.0115701058201059,0.06638071745265248,0.09414272890484743,0.011437769615310706,0.1720850609663751
frozenset({'Dish Sponge'}),frozenset({'Cheese'}),0.16256666666666666,0.16526666666666667,0.028,0.17223703096165677,1.0421764681019974,1.0,0.00113314888888889,1.0084207249607795,0.04832576106508364,0.09338521400778212,0.008350408467762273,0.17083009272971905
frozenset({'Fish'}),frozenset({'Yogurt'}),0.1636,0.16376666666666667,0.028166666666666666,0.1721678891605542,1.0512999541658103,1.0,0.001374440000000001,1.0101484617277874,0.05834132758313317,0.09413992869875222,0.010046505154726585,0.17208028083104038
frozenset({'Lentil'}),frozenset({'Beans'}),0.1617,0.16496666666666668,0.027833333333333335,0.17212945784374356,1.0434196272605185,1.0,0.001158223333333333,1.0086520667330676,0.04963952567250086,0.09313998884551032,0.00857785059727382,0.17042520578588471
frozenset({'Honey'}),frozenset({'Soda'}),0.1612,0.1658,0.027733333333333332,0.17204301075268816,1.0376538646121118,1.0,0.001006373333333331,1.0075402597402598,0.04326120648545532,0.09267097349075518,0.007483829720316656,0.1696564068640803
frozenset({'Cracker'}),frozenset({'Juice'}),0.16236666666666666,0.1653,0.027933333333333334,0.17203859577088895,1.040765854633327,1.0,0.0010941233333333356,1.008138780064468,0.0467616217264026,0.09319395017793594,0.008073075081932371,0.17051213918409341
frozenset({'Yogurt'}),frozenset({'Fish'}),0.16376666666666667,0.1636,0.028166666666666666,0.17199267250152656,1.0512999541658103,1.0,0.001374440000000001,1.01013598820059,0.058352955383903116,0.09413992869875222,0.01003428084831009,0.17208028083104038
frozenset({'Butter'}),frozenset({'Juice'}),0.16203333333333333,0.1653,0.027866666666666668,0.17198107385311664,1.0404178696498285,1.0,0.0010825566666666682,1.0080687453416148,0.0463595138303759,0.09305431878895813,0.00800416179839061,0.17028172466602193
frozenset({'Beans'}),frozenset({'Banana'}),0.16496666666666668,0.16303333333333334,0.028366666666666665,0.17195393008688623,1.0547163979976664,1.0,0.001471601111111106,1.0107730681633316,0.062126657623148916,0.0946712648792969,0.010658246151044912,0.17297348927161732
frozenset({'Rice'}),frozenset({'Cracker'}),0.16266666666666665,0.16236666666666666,0.027966666666666667,0.17192622950819675,1.0588763878558618,1.0,0.0015550222222222264,1.0115443372102615,0.06640450035301369,0.09414272890484743,0.0114125864636835,0.1720850609663751
frozenset({'Water'}),frozenset({'Strawberry'}),0.15996666666666667,0.16346666666666668,0.0275,0.17191081475307354,1.0516566971028152,1.0,0.001350782222222218,1.0101971481295084,0.05847310051428918,0.09292633476008111,0.010094215914576267,0.17007041553314362
frozenset({'Shampoo'}),frozenset({'Dish Sponge'}),0.16176666666666667,0.16256666666666666,0.0278,0.1718524623943952,1.0571199245093,1.0,0.0015021322222222196,1.0112127311934975,0.06446120790566803,0.09374999999999999,0.011088399945542168,0.17142961442459148
frozenset({'Dumpling'}),frozenset({'Banana'}),0.1626,0.16303333333333334,0.027933333333333334,0.17179171791717918,1.0537214347813075,1.0,0.0014241133333333343,1.010575099009901,0.060881988972572826,0.0938304781099541,0.010464436557225506,0.1715634116063099
frozenset({'Strawberry'}),frozenset({'Soda'}),0.16346666666666668,0.1658,0.028066666666666667,0.17169657422512233,1.0355643801273964,1.0,0.0009638933333333301,1.0071188577055639,0.04105394430280819,0.09318282425852147,0.007068537790844312,0.17048841578164037
frozenset({'Soda'}),frozenset({'Minced Meat'}),0.1658,0.1631,0.028466666666666668,0.1716928025733816,1.0526842585737683,1.0,0.0014246866666666677,1.010373932038835,0.05999465473939893,0.09475202485299013,0.010267418536720758,0.1731139263224562
frozenset({'Chickpeas'}),frozenset({'Yogurt'}),0.1637,0.16376666666666667,0.0281,0.17165546731826511,1.0481709789432023,1.0,0.001291396666666663,1.0095235742379547,0.054952979492650135,0.09386482574323572,0.009433731396657763,0.17162052828563368
frozenset({'Dish Sponge'}),frozenset({'Chicken'}),0.16256666666666666,0.16603333333333334,0.0279,0.17162189870822228,1.0336592975801382,1.0,0.0009085144444444457,1.006746394389439,0.03888457796006853,0.09278350515463918,0.0067011855488496065,0.1698302225924167
frozenset({'Dish Sponge'}),frozenset({'Soap'}),0.16256666666666666,0.16506666666666667,0.0279,0.17162189870822228,1.0397126335312334,1.0,0.0010656622222222252,1.0079133333333334,0.04561053047917044,0.09308274021352313,0.007851204137921928,0.17032225791630823
frozenset({'Yogurt'}),frozenset({'Soap'}),0.16376666666666667,0.16506666666666667,0.0281,0.17158558925300224,1.0394926651030023,1.0,0.0010675822222222207,1.0078691564291564,0.04543259445268064,0.09343826202615829,0.007807716288329097,0.1709099190206853
frozenset({'Yogurt'}),frozenset({'Chickpeas'}),0.16376666666666667,0.1637,0.0281,0.17158558925300224,1.0481709789432023,1.0,0.001291396666666663,1.0095188943488944,0.05495736048515563,0.09386482574323572,0.009429139367454535,0.17162052828563368
frozenset({'Apple'}),frozenset({'Sausage'}),0.16046666666666667,0.1644,0.027533333333333333,0.17158288325716659,1.0436915039973638,1.0,0.0011526133333333334,1.0086706118355067,0.0498639757011707,0.09260089686098656,0.00859607857487625,0.16953028996597178
frozenset({'Shampoo'}),frozenset({'Strawberry'}),0.16176666666666667,0.16346666666666668,0.027733333333333332,0.17144034617762208,1.0487786266983405,1.0,0.0012898755555555523,1.0096235430655724,0.05548566735288796,0.09322128851540615,0.009531813250265461,0.1705488843449285
frozenset({'Cola'}),frozenset({'Chicken'}),0.16336666666666666,0.16603333333333334,0.028,0.17139359314425628,1.0322842389736375,1.0,0.0008756877777777797,1.0064690059919559,0.037381445665640334,0.09289980092899801,0.006427426928641768,0.1700172141589581
frozenset({'Banana'}),frozenset({'Dumpling'}),0.16303333333333334,0.1626,0.027933333333333334,0.1713351052954406,1.0537214347813075,1.0,0.0014241133333333343,1.0105411793733037,0.06091351017439862,0.0938304781099541,0.010431221991211619,0.1715634116063099
frozenset({'Egg'}),frozenset({'Soda'}),0.1621,0.1658,0.027766666666666665,0.171293440263212,1.0331329328299879,1.0,0.0008904866666666657,1.0066289330024816,0.03827467256146995,0.09251443802754332,0.006585279625044349,0.1693821443374765
frozenset({'Minced Meat'}),frozenset({'Beans'}),0.1631,0.16496666666666668,0.027933333333333334,0.1712650725526262,1.0381798699896516,1.0,0.0010272700000000003,1.0076000246609125,0.043942855366620376,0.09306974677920923,0.007542699955242747,0.1702961046739692
frozenset({'Pizza'}),frozenset({'Sausage'}),0.15943333333333334,0.1644,0.0273,0.17123144469997909,1.0415537998782183,1.0,0.0010891600000000022,1.0082428859737638,0.047463184394619634,0.09206384892086332,0.008175496290065934,0.16864491943028154
frozenset({'Dish Sponge'}),frozenset({'Ice Cream'}),0.16256666666666666,0.16793333333333332,0.027833333333333335,0.17121181053926596,1.0195224922941601,1.0,0.0005329711111111135,1.0039557479795482,0.022865895006150678,0.09196035242290748,0.0039401616928923565,0.16847609185160994
frozenset({'Cookie'}),frozenset({'Bread'}),0.16393333333333332,0.16233333333333333,0.028066666666666667,0.17120780805205368,1.054668222086573,1.0,0.0014548222222222247,1.0107077199869152,0.061998071503615505,0.09412027721886879,0.010594279409534843,0.17205154262972294
frozenset({'Dumpling'}),frozenset({'Beans'}),0.1626,0.16496666666666668,0.027833333333333335,0.17117671176711768,1.0376442418697778,1.0,0.0010097533333333353,1.0074926045016077,0.043322859892824896,0.09286032028469751,0.007436882879467094,0.16994883274757178
frozenset({'Lentil'}),frozenset({'Cheese'}),0.1617,0.16526666666666667,0.027666666666666666,0.17109874252731394,1.035288881770758,1.0,0.0009430466666666623,1.0070359114648098,0.04066089001119573,0.09243791068047666,0.006986753287254135,0.16925247735482274
frozenset({'Water'}),frozenset({'Soap'}),0.15996666666666667,0.16506666666666667,0.027366666666666668,0.17107730777245259,1.0364134154227742,1.0,0.0009615022222222228,1.0072511479805597,0.04182460713790481,0.09193729003359462,0.007198947348034876,0.16843445356312453
frozenset({'Honey'}),frozenset({'Cookie'}),0.1612,0.16393333333333332,0.027566666666666666,0.17100909842845324,1.0431624548299303,1.0,0.0011406133333333353,1.008535395360439,0.04932825669653034,0.09264030469362608,0.008463158952778794,0.16958344307351902
frozenset({'Dish Sponge'}),frozenset({'Shampoo'}),0.16256666666666666,0.16176666666666667,0.0278,0.17100676645478777,1.0571199245093,1.0,0.0015021322222222196,1.0111461703355593,0.06452278769270525,0.09374999999999999,0.011023302725718094,0.17142961442459148
frozenset({'Onion'}),frozenset({'Orange'}),0.1624,0.16483333333333333,0.027766666666666665,0.17097701149425287,1.0372720616435969,1.0,0.0009977333333333338,1.0074107452339687,0.04289968136251638,0.09272039180765805,0.007356230086912243,0.16971499715258648
frozenset({'Fish'}),frozenset({'Soda'}),0.1636,0.1658,0.027966666666666667,0.17094539527302363,1.0310337471231823,1.0,0.0008417866666666669,1.006206340624232,0.03598713824900292,0.09277894504036271,0.006168059545700825,0.16981125815118814
frozenset({'Cucumber'}),frozenset({'Cheese'}),0.15993333333333334,0.16526666666666667,0.027333333333333334,0.17090454355981657,1.0341138174252718,1.0,0.0009016844444444429,1.0068000335176805,0.03926885400113418,0.09176365264100267,0.006754105374750301,0.1681469067133492
frozenset({'Chips'}),frozenset({'Cracker'}),0.1617,0.16236666666666666,0.027633333333333333,0.17089259946402802,1.0525103641800124,1.0,0.001378643333333332,1.0102832670313278,0.05951400581364975,0.0932193860339593,0.010178597792225744,0.17054176267596802
frozenset({'Honey'}),frozenset({'Banana'}),0.1612,0.16303333333333334,0.027533333333333333,0.1708023159636063,1.047652725190797,1.0,0.0012523599999999975,1.00936927680798,0.05422654986196111,0.09279856195933041,0.009282308292173667,0.1698419676321814
frozenset({'Honey'}),frozenset({'Chicken'}),0.1612,0.16603333333333334,0.027533333333333333,0.1708023159636063,1.028723043346354,1.0,0.0007687599999999968,1.0057513216957605,0.03328691627956908,0.09186964742520297,0.005718433147135717,0.16831623527551925
frozenset({'Dish Sponge'}),frozenset({'Honey'}),0.16256666666666666,0.1612,0.027766666666666665,0.1708017223703096,1.0595640345552704,1.0,0.001560919999999997,1.011579525222552,0.06712845548998554,0.0938063063063063,0.011446974690402475,0.17152575779392237
frozenset({'Cola'}),frozenset({'Ice Cream'}),0.16336666666666666,0.16793333333333332,0.0279,0.1707814731687411,1.0169599434422854,1.0,0.00046529111111111646,1.0034347276902889,0.01993358391569884,0.09195781147000659,0.0034229707179806545,0.16845941463121455
frozenset({'Cola'}),frozenset({'Cookie'}),0.16336666666666666,0.16393333333333332,0.0279,0.1707814731687411,1.041773931488864,1.0,0.0011187577777777812,1.0082585465879266,0.047928815986661905,0.09318637274549099,0.008190901645093422,0.17048630388815258
frozenset({'Detergent'}),frozenset({'Soap'}),0.15736666666666665,0.16506666666666667,0.026866666666666667,0.170726540987079,1.0342884147036289,1.0,0.0008906755555555569,1.0068251000425714,0.03934296722522069,0.09089883838953422,0.006778833823553591,0.16674453059047004
frozenset({'Cereal'}),frozenset({'Cheese'}),0.23273333333333332,0.16526666666666667,0.039733333333333336,0.17072472071039818,1.0330257404824417,1.0,0.0012702711111111167,1.006581715601612,0.04166727410879511,0.11090435429847414,0.0065386798702957135,0.20557212235600586
frozenset({'Ice Cream'}),frozenset({'Orange'}),0.16793333333333332,0.16483333333333333,0.028666666666666667,0.17070265978562923,1.0356076427844039,1.0,0.0009856555555555584,1.0070774692835487,0.04132281067222189,0.09426723665460923,0.007027730735137781,0.17230785163194506
frozenset({'Chicken'}),frozenset({'Fish'}),0.16603333333333334,0.1636,0.028333333333333332,0.1706484641638225,1.0430835217837562,1.0,0.0011702799999999992,1.0084987654320987,0.04952715935888722,0.09403695099015377,0.008427145102609416,0.17191754911532608
frozenset({'Chickpeas'}),frozenset({'Juice'}),0.1637,0.1653,0.027933333333333334,0.17063734473630623,1.0322888368802554,1.0,0.000873723333333333,1.0064354775349864,0.03740150458163685,0.09278122232063772,0.006394326987308293,0.16981151366680203
frozenset({'Cola'}),frozenset({'Shampoo'}),0.16336666666666666,0.16176666666666667,0.027866666666666668,0.1705774331769027,1.0544658964160478,1.0,0.0014393855555555578,1.0106227716277163,0.061738625092480764,0.09374299170217537,0.010511114459262755,0.17142100589403553
frozenset({'Fish'}),frozenset({'Sausage'}),0.1636,0.1644,0.0279,0.17053789731051347,1.0373351417914445,1.0,0.001004160000000004,1.007399852616065,0.04303132215382891,0.09296901032989005,0.007345497020719817,0.1701229632537969
frozenset({'Lentil'}),frozenset({'Orange'}),0.1617,0.16483333333333333,0.027566666666666666,0.17048031333745617,1.0342587260108564,1.0,0.0009131166666666649,1.0068075298210735,0.03951323149097874,0.09220648901772772,0.006761500703399924,0.16885997466670583
frozenset({'Chocolate'}),frozenset({'Cheese'}),0.1608,0.16526666666666667,0.0274,0.17039800995024876,1.0310488702112672,1.0,0.0008251199999999986,1.006185307346327,0.03588401884311086,0.09174107142857142,0.00614728450233458,0.16809533414011024
frozenset({'Dish Sponge'}),frozenset({'Soda'}),0.16256666666666666,0.1658,0.0277,0.17039163420135328,1.0276938130359063,1.0,0.0007464466666666641,1.0055347009391993,0.03217872040678982,0.09212860310421285,0.00550423663552299,0.16873019587027857
